rad_scale,transport_scale,storage_scale,mode,stress,n,failure_rate,throughput_failure_rate,mean_V,median_V,CVaR90_V,CVaR95_V,mean_unsafe_fraction,mean_Y_final,max_Tc_p95,min_Es_p05,min_Pm_p05
1.0,2.0,4.0,pump_radiator,nominal,4,1.0,0.0,104.8642380967254,107.13576112743914,120.30860109288496,120.30860109288496,0.9558333333333334,1.0000000000000162,3.0144826183273867,0.86,0.84
1.0,2.0,4.0,pump_radiator,power_shortage,4,1.0,0.0,124.32013629112511,122.11075049238309,135.6237411868595,135.6237411868595,0.96,1.0000000000000162,3.100098515431662,0.86,0.6765935199883925
1.0,2.0,4.0,pump_radiator,radiator_degradation,4,1.0,0.0,132.48603218548914,132.24057841100543,139.05839518990985,139.05839518990985,0.9606250000000001,1.0000000000000162,3.132350068846646,0.86,0.84
1.0,2.0,4.0,pump_radiator,solar_heating,4,1.0,0.0,134.62445386235842,131.2532735424819,157.01026324711063,157.01026324711063,0.96,1.0000000000000162,3.240533723232213,0.86,0.84
1.0,2.0,4.0,pump_radiator,storage_saturation,4,1.0,0.0,206.00660506626937,208.54473880404242,216.21795414094825,216.21795414094825,0.9629166666666666,1.0000000000000162,4.613942996458934,0.46,0.84
1.0,4.0,1.0,a10_hybrid,burst_heat,4,1.0,1.0,22.550714704328747,19.42321829153766,33.300124474649586,33.300124474649586,0.9283333333333332,0.7551564902281477,2.8363322472004495,0.24997354372454655,0.84
1.0,4.0,1.0,a10_hybrid,combined_harsh,4,1.0,1.0,53.6516182652773,53.8082548789684,61.30760548759779,61.30760548759779,0.9485416666666666,0.6885801409913348,3.035746460167698,0.1985601046541415,0.46973899657625545
1.0,4.0,1.0,a10_hybrid,combined_moderate,4,1.0,1.0,25.244353087850268,25.823596812737613,26.703060511383377,26.703060511383377,0.9383333333333334,0.7361596538065098,2.4305197613748613,0.21900763152650435,0.72
1.0,4.0,1.0,a10_hybrid,eclipse_transition,4,1.0,1.0,7.943137770529898,8.350245486838439,9.534149242382513,9.534149242382513,0.9249999999999999,0.7778280287442438,1.5580779224669985,0.2646662136257168,0.84
1.0,4.0,1.0,a10_hybrid,nominal,4,1.0,1.0,11.076730932390035,10.317635714304242,16.979970894800314,16.979970894800314,0.9327083333333334,0.7719105668424857,1.7229707025489998,0.24531449706448352,0.84
1.0,4.0,1.0,a10_hybrid,power_shortage,4,1.0,1.0,10.82355555708612,11.538168709248986,11.776438785000884,11.776438785000884,0.9341666666666667,0.7722378964818889,1.634305848039691,0.25556373839890095,0.645924117298185
1.0,4.0,1.0,a10_hybrid,radiator_degradation,4,1.0,1.0,16.3286674962807,15.382764541657892,21.34743125162728,21.34743125162728,0.9295833333333333,0.7659032350859993,1.7882054981617832,0.23785059143793083,0.84
1.0,4.0,1.0,a10_hybrid,solar_heating,4,1.0,1.0,12.563336923831951,13.0309927773646,14.132310489302645,14.132310489302645,0.93625,0.7690680504842675,1.6587431828002455,0.25091474813867737,0.84
1.0,4.0,1.0,a10_hybrid,storage_saturation,4,1.0,1.0,21.22956729017551,20.956464857776947,23.466494194892313,23.466494194892313,0.944375,0.6822179623134074,2.4204157663553354,0.1999132821756191,0.84
1.0,4.0,1.0,a10_hybrid_v2,burst_heat,4,1.0,0.0,27.8875933015954,30.04527276455882,36.26459839705001,36.26459839705001,0.9341666666666667,0.8643340436983125,2.792707511084907,0.27833478761381447,0.84
1.0,4.0,1.0,a10_hybrid_v2,combined_harsh,4,1.0,0.0,54.751626578370505,55.267826959642086,63.39539662474659,63.39539662474659,0.9497916666666667,0.8305720439853238,3.076632231727579,0.21825846446194436,0.37365125028909546
1.0,4.0,1.0,a10_hybrid_v2,combined_moderate,4,1.0,0.0,29.831809270280907,28.69513804451368,38.98153603366391,38.98153603366391,0.93875,0.8579175087458233,2.483857196069787,0.24018119015349046,0.6368517954254768
1.0,4.0,1.0,a10_hybrid_v2,eclipse_transition,4,1.0,0.0,9.331310022302928,10.103439813850228,11.728428999045436,11.728428999045436,0.9247916666666667,0.8749919437093459,1.6153627579489753,0.31395459808030046,0.84
1.0,4.0,1.0,a10_hybrid_v2,nominal,4,1.0,0.0,12.028708505848478,11.63571443688298,13.72148035014074,13.72148035014074,0.9366666666666666,0.8736811529157589,1.665352428262787,0.30930827729789057,0.84
1.0,4.0,1.0,a10_hybrid_v2,power_shortage,4,1.0,0.0,12.745923895976807,12.9258888420602,13.373837802020008,13.373837802020008,0.938125,0.8733852861509961,1.6577828332108822,0.30965521726388223,0.6091479340078481
1.0,4.0,1.0,a10_hybrid_v2,radiator_degradation,4,1.0,0.0,18.93129434766648,18.84573971439845,20.698524505352403,20.698524505352403,0.935625,0.871719826180006,1.7817116762721699,0.28881849135313487,0.84
1.0,4.0,1.0,a10_hybrid_v2,solar_heating,4,1.0,0.0,14.97002979876037,13.807492842659256,22.424016150003666,22.424016150003666,0.9393750000000001,0.8725337838514592,1.7951120247504233,0.28538928906453187,0.84
1.0,4.0,1.0,a10_hybrid_v2,storage_saturation,4,1.0,0.0,19.66041210797952,17.98885670269466,26.539535225961988,26.539535225961988,0.9352083333333332,0.8281229902365039,2.44225850817351,0.21579275178532215,0.84
1.0,4.0,1.0,no_control,burst_heat,4,1.0,0.0,557.9254929276051,538.5920839359162,651.3420324108281,651.3420324108281,0.9695833333333335,1.0000000000000162,7.480036673384752,0.86,0.84
